dataset_key,method,location,concurrency,batch_size,n_entities,rep,layout,mb_per_entity,tiled_version,url,wall_s,entities,errors,payload_mb,wire_mb,payload_mbps,wire_mbps,ent_per_s,req_p50_ms,req_p95_ms,req_p99_ms,app_p50_ms,app_sum_s,net_sum_s,nav_sum_s,decode_s,app_frac
EGRESS_PE_64K,export_hdf5,remote,1,20,100,0,per_entity,0.065536,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,3.5051457341760397,100,0,6.5536,6.812096,1.869708279487719,1.9434558550819658,28.529484245112897,660.3007931262255,763.8098280876875,763.8098280876875,655.4,3.3149,0.02162626909315577,0.0,0.06243804842233658,0.9457238732412474
EGRESS_PE_64K,export_hdf5,remote,1,20,100,1,per_entity,0.065536,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,3.255739651620388,100,0,6.5536,6.812096,2.0129373663948407,2.0923343783369184,30.71498666984315,623.759962618351,690.3743986040354,690.3743986040354,619.5,3.086,0.021178511098027115,0.0,0.05684920772910118,0.9478644886313595
EGRESS_PE_64K,export_hdf5,remote,1,20,100,2,per_entity,0.065536,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,3.2624941542744637,100,0,6.5536,6.812096,2.008769882825257,2.0880025152152104,30.65139591713344,618.5797527432442,666.154908016324,666.154908016324,614.2,3.0794,0.022574288001656555,0.0,0.06321337632834911,0.9438790858722071
EGRESS_PE_64K,raw_read,remote,1,1,100,0,per_entity,0.065536,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,20.848498925566673,100,0,6.5536,6.5536,0.31434397379867335,0.31434397379867335,4.796508389261984,70.96532732248306,136.44162192940712,213.58260698616505,66.9,7.6153,0.4099631809562445,11.307576134800911,0.0,0.36526850336746786
EGRESS_PE_64K,raw_read,remote,1,1,100,1,per_entity,0.065536,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,19.65614869631827,100,0,6.5536,6.5536,0.33341221117377556,0.33341221117377556,5.087466601162347,68.31467896699905,92.35097281634808,116.22237227857113,64.4,6.7633,0.4367381369143724,11.012599561363459,0.0,0.34408062863641303
EGRESS_PE_64K,raw_read,remote,1,1,100,2,per_entity,0.065536,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,20.110136978328228,100,0,6.5536,6.5536,0.32588539834723723,0.32588539834723723,4.972616551929279,68.39602440595627,135.23572869598866,168.0854931473732,64.2,7.259399999999999,0.47599293184876446,10.970810767263174,0.0,0.360982125970754
EGRESS_PE_1M,export_hdf5,remote,1,20,100,0,per_entity,1.048576,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,5.034081790596247,100,0,104.8576,105.120568,20.82953840676086,20.881775937047163,19.864595801125393,720.995219424367,798.808054998517,798.808054998517,717.1,3.4977,0.02589703741967685,0.0,0.10386781767010689,0.6948039673359628
EGRESS_PE_1M,export_hdf5,remote,1,20,100,1,per_entity,1.048576,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,4.819910006597638,100,0,104.8576,105.120568,21.7550949823685,21.809653677373188,20.747275335663318,635.5995796620846,699.8379174619913,699.8379174619913,632.1,3.2053000000000003,0.020177008149027755,0.0,0.11161671578884125,0.6650124163340164
EGRESS_PE_1M,export_hdf5,remote,1,20,100,2,per_entity,1.048576,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,4.753942593932152,100,0,104.8576,105.120568,22.056976483863814,22.112292254890505,21.035171970237553,670.4904269427061,696.2506324052811,696.2506324052811,666.7,3.2865,0.021182389393448717,0.0,0.09775372222065926,0.6913209268018572
EGRESS_PE_1M,raw_read,remote,1,1,100,0,per_entity,1.048576,0.2.9,https://lcls-data-portal.slac.stanford.edu/tiled-test,21.660477221012115,100,0,104.8576,104.8576,4.8409644409071975,4.8409644409071975,4.616703453929135,72.93690368533134,146.0051629692316,245.5337531864643,68.8,8.1206,0.3999017346888781,10.438991559669375,0.0,0.37490402067976936
