dataset_key,method,location,concurrency,batch_size,n_entities,rep,layout,mb_per_entity,tiled_version,url,wall_s,entities,errors,payload_mb,wire_mb,payload_mbps,wire_mbps,ent_per_s,req_p50_ms,req_p95_ms,req_p99_ms,app_p50_ms,app_sum_s,net_sum_s,nav_sum_s,decode_s,app_frac
EGRESS_PE_64K,export_hdf5,local,1,20,200,0,per_entity,0.065536,0.2.9,http://127.0.0.1:37855,8.467678032815456,200,0,13.1072,13.623952,1.5479095862176906,1.6089359972358455,23.619225863917396,832.3129303753376,892.2605011612177,892.2605011612177,829.4,8.276200000000001,0.024029731947183563,0.0,0.11893938295543194,0.9773871854747659
EGRESS_PE_64K,export_hdf5,local,1,20,200,1,per_entity,0.065536,0.2.9,http://127.0.0.1:37855,8.129907542839646,200,0,13.1072,13.623952,1.6122200567390297,1.6757819111976482,24.600525768112636,754.5187696814537,990.7983392477036,990.7983392477036,752.4,7.9523,0.022713080984354064,0.0,0.11195278540253639,0.9781538053288106
EGRESS_PE_64K,export_hdf5,local,1,20,200,2,per_entity,0.065536,0.2.9,http://127.0.0.1:37855,7.405786048620939,200,0,13.1072,13.623952,1.7698593929054627,1.839636185889676,27.005911146628762,716.3120787590742,771.9352394342422,771.9352394342422,714.3,7.2258000000000004,0.02514191543757909,0.0,0.11796985939145088,0.9756965638165506
EGRESS_PE_64K,raw_read,local,1,1,200,0,per_entity,0.065536,0.2.9,http://127.0.0.1:37855,33.10433832369745,200,0,13.1072,13.1072,0.3959360211896254,0.3959360211896254,6.041504229578024,59.04777720570564,102.55854018032551,138.25659081339836,57.1,12.797,0.36690049830079086,17.87342414818704,0.0,0.38656564812954985
EGRESS_PE_64K,raw_read,local,1,1,200,1,per_entity,0.065536,0.2.9,http://127.0.0.1:37855,33.53548419289291,200,0,13.1072,13.1072,0.39084570613648023,0.39084570613648023,5.963832185920413,60.95845066010952,98.05513545870781,118.47043968737125,59.2,12.6764,0.3577210402548313,18.37216143682599,0.0,0.37799961160800766
EGRESS_PE_64K,raw_read,local,1,1,200,2,per_entity,0.065536,0.2.9,http://127.0.0.1:37855,32.399678809568286,200,0,13.1072,13.1072,0.40454722026840517,0.40454722026840517,6.172900699896319,58.655036613345146,97.33860939741135,155.0274770706892,56.8,12.4095,0.36754021707177165,17.50714365579188,0.0,0.3830130561768168
EGRESS_PE_64K,h5py_direct,local,1,1,200,0,per_entity,0.065536,0.2.9,http://127.0.0.1:37855,0.32976581901311874,200,0,13.1072,0.0,39.746993909876906,0.0,606.4909959392838,,,,,0.0,0.0,0.0,0.0,
EGRESS_PE_64K,h5py_direct,local,1,1,200,1,per_entity,0.065536,0.2.9,http://127.0.0.1:37855,0.3745963126420975,200,0,13.1072,0.0,34.99020027066599,0.0,533.9080851847227,,,,,0.0,0.0,0.0,0.0,
EGRESS_PE_64K,h5py_direct,local,1,1,200,2,per_entity,0.065536,0.2.9,http://127.0.0.1:37855,0.37679706141352654,200,0,13.1072,0.0,34.78583392033181,0.0,530.7897021535006,,,,,0.0,0.0,0.0,0.0,
EGRESS_PE_1M,export_hdf5,local,1,20,200,0,per_entity,1.048576,0.2.9,http://127.0.0.1:37855,9.211007300764322,200,0,209.7152,210.242208,22.767889890022996,22.825104913612897,21.71315182688045,843.1516718119383,957.6473832130432,957.6473832130432,840.7,8.4861,0.021472876289486863,0.0,0.19185303151607513,0.921299888590451
