dataset_key,method,location,concurrency,batch_size,n_entities,rep,layout,mb_per_entity,tiled_version,url,wall_s,entities,errors,payload_mb,wire_mb,payload_mbps,wire_mbps,ent_per_s,req_p50_ms,req_p95_ms,req_p99_ms,app_p50_ms,app_sum_s,net_sum_s,nav_sum_s,decode_s,app_frac
EGRESS_PE_16M,export_hdf5,local,2,20,64,0,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,9.937410920858383,64,0,1073.741824,1073.914096,108.05046028098144,108.06779598354743,6.440309302865353,2312.568737193942,3163.7704893946648,3163.7704893946648,2309.5,9.1238,0.01207091118097287,0.0,1.5615226104855537,0.4590632345115852
EGRESS_PE_16M,export_hdf5,local,2,20,64,1,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,9.186550214886665,64,0,1073.741824,1073.914096,116.8819414125683,116.90069404505496,6.966706598554152,1932.8842759132385,2626.534529030323,2626.534529030323,1930.4,7.7133,0.011220649760961238,0.0,1.4261769447475672,0.4198148281767793
EGRESS_PE_16M,export_hdf5,local,4,20,64,0,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,8.317840449512005,64,0,1073.741824,1073.914096,129.0890142119755,129.1097253570192,7.6943048365101525,3981.457345187664,4220.317641273141,4220.317641273141,3977.4,13.263699999999998,0.017153649601340703,0.0,2.9399064779281616,0.3986521525782019
EGRESS_PE_16M,export_hdf5,local,4,20,64,1,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,8.016238922253251,64,0,1073.741824,1073.914096,133.94583599788544,133.96732637531443,7.9837939737966925,3875.287316739559,4006.660532206297,4006.660532206297,3869.7,12.930299999999999,0.030808772084116982,0.0,2.920990038663149,0.40325332507571626
EGRESS_PE_16M,export_hdf5,local,8,20,64,0,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,8.272297171875834,64,0,1073.741824,1073.914096,129.79971605112405,129.8205412217412,7.736665967173819,4062.726767733693,4338.865932077169,4338.865932077169,4041.6,13.6637,0.05384792891442748,0.0,1.9519012663513422,0.20646773979623617
EGRESS_PE_16M,export_hdf5,local,8,20,64,1,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,8.001468770205975,64,0,1073.741824,1073.914096,134.193090648326,134.21462069548954,7.998531499405265,3903.7907626479864,4212.768763303757,4212.768763303757,3896.7,13.0719,0.025610643303394454,0.0,1.5283523332327604,0.2042109451310072
EGRESS_PE_16M,export_hdf5,local,16,20,64,0,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,8.318391006439924,64,0,1073.741824,1073.914096,129.08047039009486,129.1011801643609,7.693795585041932,4243.338752537966,4441.328169777989,4441.328169777989,4237.3,14.1195,0.02173838394880272,0.0,2.3503473419696093,0.10608647144824175
EGRESS_PE_16M,export_hdf5,local,16,20,64,1,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,8.541854061186314,64,0,1073.741824,1073.914096,125.70360208786757,125.72377007467301,7.492518549434398,4300.586596131325,4479.977382346988,4479.977382346988,4297.3,14.3322,0.02354440844357032,0.0,2.035954086109996,0.10486745542402703
EGRESS_PE_16M,raw_read,local,2,1,64,0,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,16.870952816680074,64,0,1073.741824,1073.741824,63.64440916095779,63.64440916095779,3.7935023999785065,297.4543683230877,360.0324895232916,365.43447338044643,290.1,18.2705,0.39129157420992844,8.666313985362649,0.0,0.541478012490682
EGRESS_PE_16M,raw_read,local,2,1,64,1,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,16.069260315969586,64,0,1073.741824,1073.741824,66.81961726221576,66.81961726221576,3.9827595509419296,265.9657672047615,353.7245523184538,374.1855677217245,261.3,16.3615,0.2646199172586203,10.347549566999078,0.0,0.509093128068253
EGRESS_PE_16M,raw_read,local,4,1,64,0,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,13.353509977459908,64,0,1073.741824,1073.741824,80.40895808011716,80.40895808011716,4.792747383124659,443.5742348432541,590.9201372414827,609.7277272492647,440.5,27.5917,0.5321997392356397,18.357159230858088,0.0,0.5165626873865651
EGRESS_PE_16M,raw_read,local,4,1,64,1,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,13.186839200556278,64,0,1073.741824,1073.741824,81.4252610250002,81.4252610250002,4.853323759138596,417.98473335802555,565.4938127845526,616.586159914732,411.9,26.4456,0.6339224104076624,20.08355037122965,0.0,0.5013635109557643
EGRESS_PE_16M,raw_read,local,8,1,64,0,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,12.59139701910317,64,0,1073.741824,1073.741824,85.27582939136629,85.27582939136629,5.082835518799203,794.1100690513849,1137.554720044136,1152.5314915925264,751.6,49.0907,1.5238608574151993,39.4268910959363,0.0,0.4873436593803048
EGRESS_PE_16M,raw_read,local,8,1,64,1,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,12.745188660919666,64,0,1073.741824,1073.741824,84.24683639971485,84.24683639971485,5.021502757055453,741.779014468193,1037.2158978134394,1232.722394168377,728.2,48.4901,1.45438453001678,39.984368750825524,0.0,0.4755725992966692
EGRESS_PE_16M,raw_read,local,16,1,64,0,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,13.154726987704635,64,0,1073.741824,1073.741824,81.62402952213279,81.62402952213279,4.865171284802722,1917.9235585033894,2204.9460150301456,2292.517103254795,1860.8,97.76689999999999,3.587612801393867,70.38554850779474,0.0,0.4645046039884563
EGRESS_PE_16M,raw_read,local,16,1,64,1,per_entity,16.777216,0.2.9,http://127.0.0.1:37855,13.463069081306458,64,0,1073.741824,1073.741824,79.75461000128836,79.75461000128836,4.753745198326609,1974.9661795794964,2520.7268949598074,2549.543948844075,1934.8,108.8805,4.453057646721602,68.10535864718258,0.0,0.505459134830469
EGRESS_BAT_16M,export_hdf5,local,2,20,64,0,batched,16.777216,0.2.9,http://127.0.0.1:37855,297.60271020792425,64,0,1073.741824,1073.917792,3.6079705834997786,3.6085618684375973,0.21505180498956314,117875.8040368557,175675.5488757044,175675.5488757044,117870.2,508.63840000000005,0.05910528968871222,0.0,1.4346775282174349,0.8545594219297142
