dataset_key,method,concurrency,export_batch,n_entities,rep,artifact,location,layout,n_artifacts,mb_per_artifact,mb_per_entity,stack_size,mimetype,tiled_version,server_version,url,note,wall_s,entities,expected_entities,errors,payload_mb,wire_mb,req_p50_ms,req_p95_ms,req_p99_ms,app_p50_ms,app_sum_s,net_sum_s,nav_sum_s,decode_s
EGRESS_PE_16M_BROKER,asset_bytes,1,,256,1,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,8-processes-aggregate bandwidth-ladder workers16,44.952646161429584,255,256,1,0.0,4278.716434,231.23083263635635,4600.419137626886,9250.715081579983,226.8,172.064,1.2592244178652758,43.43879893701524,0.0
EGRESS_PE_16M_BROKER,asset_bytes,1,,256,2,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,8-processes-aggregate bandwidth-ladder workers16,17.530037770047784,253,256,3,0.0,4245.157942,58.705536648631096,219.80060543864963,592.4451015889645,55.2,16.814,1.0824480580762028,44.67738104984164,0.0
EGRESS_PE_16M_BROKER,asset_bytes,1,,256,1,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,16-processes-aggregate bandwidth-ladder workers16,12.794472055509686,244,256,12,0.0,4094.144728,67.52773281186819,349.67249166220427,349.67249166220427,63.7,18.8696,1.254235911974311,55.300127536058426,0.0
EGRESS_PE_16M_BROKER,asset_bytes,1,,256,2,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,16-processes-aggregate bandwidth-ladder workers16,12.260425134561956,244,256,12,0.0,4094.144728,62.02374864369631,340.1569640263915,340.1569640263915,58.6,18.3142,1.3543186605900526,55.759483912959695,0.0
EGRESS_PE_16M_BROKER,asset_bytes,1,,256,1,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,32-processes-aggregate bandwidth-ladder workers16,8.12365042231977,242,256,14,0.0,4060.586236,74.45655018091202,405.4277027025819,405.4277027025819,68.9,22.2293,1.89003224182576,66.54078254662454,0.0
EGRESS_BAT_1M_BROKER,asset_bytes,1,,1000,1,signal,remote,batched,1,1.048576,1.048576,1000.0,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,4-processes-aggregate whole-file-streams workers16,13.713981680572031,4000,4000,0,0.0,4194.384608,283.5443401709199,293.64948719739914,293.64948719739914,279.6,1.0738,0.0145791940286755,0.6425197450444102,0.0
EGRESS_BAT_1M_BROKER,asset_bytes,1,,1000,2,signal,remote,batched,1,1.048576,1.048576,1000.0,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,4-processes-aggregate whole-file-streams workers16,15.439839321188629,4000,4000,0,0.0,4194.384608,58.45008324831724,185.0712290033698,185.0712290033698,55.0,0.3257,0.0140045098245144,0.5543762184679508,0.0
EGRESS_BAT_1M_BROKER,asset_bytes,1,,1000,1,signal,remote,batched,1,1.048576,1.048576,1000.0,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,8-processes-aggregate whole-file-streams workers16,16.20571910403669,8000,8000,0,0.0,8388.769216,60.23105047643185,93.03759690374136,93.03759690374136,56.8,0.4737,0.0289866272091865,1.4610077627003193,0.0
EGRESS_BAT_1M_BROKER,asset_bytes,1,,1000,2,signal,remote,batched,1,1.048576,1.048576,1000.0,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,8-processes-aggregate whole-file-streams workers16,14.386445845477285,8000,8000,0,0.0,8388.769216,65.2234572917223,216.5075372904539,216.5075372904539,61.7,0.7628,0.0306284452348947,1.5478793755173683,0.0
EGRESS_BAT_1M_BROKER,asset_bytes,1,,1000,1,signal,remote,batched,1,1.048576,1.048576,1000.0,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,16-processes-aggregate whole-file-streams workers16,21.84831530135125,15000,16000,1,0.0,15728.942314000002,83.41489918529987,141.6420191526413,141.6420191526413,79.2,1.0865,0.1728796830624342,3.594215865246952,0.0
EGRESS_BAT_1M_BROKER,asset_bytes,1,,1000,2,signal,remote,batched,1,1.048576,1.048576,1000.0,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,16-processes-aggregate whole-file-streams workers16,18.79687926545739,16000,16000,0,0.0,16777.538432,82.97528326511383,191.36330764740703,191.36330764740703,70.4,1.116,0.3021175082921982,3.228412475436926,0.0
EGRESS_BAT_1M_BROKER,asset_bytes,1,,1000,1,signal,remote,batched,1,1.048576,1.048576,1000.0,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,32-processes-aggregate whole-file-streams workers16,27.126664897426963,31000,32000,1,0.0,32506.480746,69.65977605432272,131.45300187170506,131.45300187170506,63.5,2.1869,0.1309356196731328,8.24618683476001,0.0
EGRESS_BAT_1M_BROKER,asset_bytes,1,,1000,2,signal,remote,batched,1,1.048576,1.048576,1000.0,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,32-processes-aggregate whole-file-streams workers16,21.898113882169127,31000,32000,1,0.0,32506.480746,63.59356269240379,143.5507982969284,143.5507982969284,58.9,2.1148,0.1352016018748283,7.368373980745673,0.0
EGRESS_PE_64K_BROKER,artifact_read,8,,1000,1,signal,remote,per_entity,1,0.065536,0.065536,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,4-processes-aggregate request-rate-ladder workers16,139.74435772094876,1000,1000,0,65.536,65.547152,657.2339674457908,4996.09269015491,8620.826377533376,364.8,1127.1909999999998,256.4555655872598,1832.783882504329,0.0
EGRESS_PE_64K_BROKER,artifact_read,8,,1000,2,signal,remote,per_entity,1,0.065536,0.065536,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,4-processes-aggregate request-rate-ladder workers16,16.798205471597612,1000,1000,0,65.536,65.539162,92.06678066402674,327.60126423090696,481.45089857280254,85.8,110.5209,7.334621580204367,207.29210093151775,0.0
