dataset_key,method,concurrency,export_batch,n_entities,rep,artifact,location,layout,n_artifacts,mb_per_artifact,mb_per_entity,stack_size,mimetype,tiled_version,server_version,url,note,wall_s,entities,expected_entities,errors,payload_mb,wire_mb,req_p50_ms,req_p95_ms,req_p99_ms,app_p50_ms,app_sum_s,net_sum_s,nav_sum_s,decode_s
EGRESS_PE_1M_BROKER,container_export,1,20.0,200,1,signal,remote,per_entity,1,1.048576,1.048576,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,milano-exclusive-control workers16,161.64338479563594,200,200,0,209.7152,210.248936,17766.006098128855,27743.90237778425,27743.90237778425,17761.4,158.70329999999998,0.1984684599384663,0.0,0.0912307323887944
EGRESS_PE_1M_BROKER,artifact_read,1,,200,1,signal,remote,per_entity,1,1.048576,1.048576,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,milano-exclusive-control workers16,40.894160439260304,200,200,0,209.7152,209.7152,63.73781058937311,159.06559769064188,193.9263334497809,60.0,14.2464,0.8793365373894573,21.34717252664268,0.0
EGRESS_PE_1M_BROKER,asset_bytes,1,,200,1,signal,remote,per_entity,1,1.048576,1.048576,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,milano-exclusive-control workers16,47.652260499075055,200,200,0,0.0,210.128,57.7761996537447,128.0451286584139,205.4736791178584,53.6,12.3606,0.9843144391342996,31.40791654679924,0.0
EGRESS_PE_16M_BROKER,container_export,1,1.0,32,1,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,milano-exclusive-control workers16,37.30507421121001,32,32,0,536.870912,537.121024,304.5673612505197,3402.9789194464684,4502.574797719717,300.4,30.2826,0.1480310024112461,0.0,0.1386258248239755
EGRESS_PE_16M_BROKER,artifact_read,1,,32,1,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,milano-exclusive-control workers16,15.77801235113293,32,32,0,536.870912,536.870912,138.96988239139318,263.8602973893285,405.22455517202616,135.2,4.733,0.131868987351656,3.5171643598005176,0.0
EGRESS_PE_16M_BROKER,container_export,8,1.0,32,1,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,milano-exclusive-control workers16,3.1042548827826977,32,32,0,536.870912,537.121024,126.43062882125378,230.31763173639771,248.3771909028292,118.9,4.2037,0.2334890407055616,0.0,0.228760820813477
EGRESS_PE_16M_BROKER,artifact_read,8,,32,1,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,milano-exclusive-control workers16,3.358047504909337,32,32,0,536.870912,536.870912,148.82485289126635,261.9763780385256,274.79711547493935,144.1,4.6012,0.1642117895290255,4.302518550306559,0.0
EGRESS_PE_16M_BROKER,container_export,16,1.0,32,1,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,milano-exclusive-control workers16,3.0568526154384017,32,32,0,536.870912,537.121024,118.2401031255722,482.99009818583727,484.5802420750261,111.9,5.3697,0.2175893761843443,0.0,0.3807195676490664
EGRESS_PE_16M_BROKER,artifact_read,16,,32,1,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,milano-exclusive-control workers16,3.78036379814148,32,32,0,536.870912,536.870946,140.3018282726407,506.04657363146544,513.1601914763451,135.2,5.341600000000001,0.2091714375853539,5.023480709642172,0.0
EGRESS_PE_1M_BROKER,container_export,1,20.0,200,2,signal,remote,per_entity,1,1.048576,1.048576,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,milano-exclusive-control workers16,7.630574450828135,200,200,0,209.7152,210.248936,468.19485165178776,746.3112780824304,746.3112780824304,464.1,5.0777,0.0441925220891834,0.0,0.0882139289751648
