dataset_key,method,concurrency,export_batch,n_entities,rep,artifact,location,layout,n_artifacts,mb_per_artifact,mb_per_entity,stack_size,mimetype,tiled_version,server_version,url,note,wall_s,entities,expected_entities,errors,payload_mb,wire_mb,req_p50_ms,req_p95_ms,req_p99_ms,app_p50_ms,app_sum_s,net_sum_s,nav_sum_s,decode_s
EGRESS_PE_16M_BROKER,asset_bytes,1,,256,1,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,8-processes-aggregate bandwidth-ladder w16pool,16.837533249519765,256,256,0,0.0,4295.49568,59.852671809494495,232.92730748653412,252.94810347259045,54.9,16.644000000000002,1.333847518399358,47.68868335336447,0.0
EGRESS_PE_16M_BROKER,asset_bytes,1,,256,2,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,8-processes-aggregate bandwidth-ladder w16pool,16.118816721253097,256,256,0,0.0,4295.49568,58.0211840569973,213.5266214609146,232.92099870741367,54.1,17.0287,1.2749276707425714,45.54723481088877,0.0
EGRESS_PE_16M_BROKER,asset_bytes,1,,256,1,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,16-processes-aggregate bandwidth-ladder w16pool,10.991220901720226,252,256,4,0.0,4228.378696,70.42233739048243,581.4457945525646,581.4457945525646,65.3,20.3085,1.2867289868146183,55.34008951019496,0.0
EGRESS_PE_16M_BROKER,asset_bytes,1,,256,2,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,16-processes-aggregate bandwidth-ladder w16pool,11.55462648626417,251,256,5,0.0,4211.59945,61.52622867375612,473.2912154868245,473.2912154868245,57.8,19.0661,1.2321502337545156,56.45103825908154,0.0
EGRESS_PE_16M_BROKER,asset_bytes,1,,256,1,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,32-processes-aggregate bandwidth-ladder w16pool,6.913462907075882,248,256,8,0.0,4161.2617119999995,77.49191112816334,309.37767401337624,309.37767401337624,73.1,22.2011,1.5150117233335971,68.3958881245926,0.0
EGRESS_PE_16M_BROKER,asset_bytes,1,,256,2,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,32-processes-aggregate bandwidth-ladder w16pool,7.6586098009720445,245,256,11,0.0,4110.923974,76.80709008127451,430.89956417679787,430.89956417679787,72.9,22.2421,1.4577434904962778,69.10641669109464,0.0
EGRESS_PE_16M_BROKER,asset_bytes,1,,256,1,signal,remote,per_entity,1,16.777216,16.777216,,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,64-processes-aggregate bandwidth-ladder w16pool,5.9813698921352625,234,256,22,0.0,3926.352268,79.96182888746262,453.1366862356663,453.1366862356663,76.1,26.096,1.614354097187519,93.04169791005552,0.0
EGRESS_BAT_1M_BROKER,asset_bytes,1,,1000,1,signal,remote,batched,1,1.048576,1.048576,1000,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,4-processes-aggregate whole-file-streams w16pool,14.48165491130203,4000,4000,0,0.0,4194.384608,54.072848521173,55.32379914075136,55.32379914075136,50.9,0.1999,0.015040263889729979,0.7173595707863569,0.0
EGRESS_BAT_1M_BROKER,asset_bytes,1,,1000,2,signal,remote,batched,1,1.048576,1.048576,1000,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,4-processes-aggregate whole-file-streams w16pool,13.185091999359429,4000,4000,0,0.0,4194.384608,54.56682667136192,70.88645547628403,70.88645547628403,51.3,0.2188,0.014057087627053263,0.6025965306907892,0.0
EGRESS_BAT_1M_BROKER,asset_bytes,1,,1000,1,signal,remote,batched,1,1.048576,1.048576,1000,application/x-hdf5-broker,0.2.13,0.2.14.dev18+aa32112d,https://lcls-data-portal.slac.stanford.edu/tiled-test,8-processes-aggregate whole-file-streams w16pool,15.648325490765274,8000,8000,0,0.0,8388.769216,65.91316685080528,104.78988476097584,104.78988476097584,62.0,0.5409,0.03548061325997114,1.6022711638361216,0.0
